CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDP
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1973,1308785739.53437
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1973,2730814468.11913
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1973,25724381625.4417
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1973,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1973,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1973,1701817876.60586
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1973,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1973,694386737370.909
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1973,3964296443.35254
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1973,1425376000000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1973,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1973,30165077.4525954
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1973,17035581395.3488
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1973,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1973,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1973,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1973,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1973,4657445187869.57
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1973,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1973,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1973,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1973,33262767309.8083
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1973,2434255236.99935
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1973,3309353600.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1974,
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1974,85380645042.2438
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1974,2155555497.77778
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1974,44416677334.5674
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1974,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1974,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1974,186557164.008677
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1974,142137633612.979
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1974,
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1974,72436777342.4554
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1974,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1974,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1974,88963890935.888
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1974,35189299911.6608
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1974,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1974,345263492.063492
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1974,56033077879.0389
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1974,554654861.53714
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1974,751133431.579496
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1974,12512460519.7088
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1974,
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1974,632400000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1974,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1974,103160463.464838
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1974,312600000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1974,2100249875.06247
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1974,109794519727.538
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1974,311804643.275147
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1974,1073591771.22042
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1974,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1974,306044205.922122
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1974,281398705.994003
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1974,160946304010.365
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1974,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1974,
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1974,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1974,16209686087.6269
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1974,144188964286.502
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1974,3070152313.83854
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1974,2157415535.79412
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1974,9596960179.64072
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1974,585364635.354748
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1974,12370029583.6419
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1974,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1974,1666544754.30852
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1974,6595536763.87412
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1974,11405957317.0732
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1974,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1974,
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1974,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1974,445303484241.554
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1974,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1974,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1974,34160444803.7147
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1974,2925700001.46285
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1974,13209871629.0641
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1974,221206099178.334
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1974,606060392680.645
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1974,854713010143.849
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1974,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1974,1976490376080.63
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1974,6599259420.99605
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1974,9228963224.60004
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1974,1295369935840.44
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1974,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1974,97274006345.5437
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1974,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1974,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1974,1451652145420.38
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1974,137116311356.887
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1974,24848821490.4679
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1974,558587216.568266
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1974,285552373158.756
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1974,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1974,1544216003.9841
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1974,206152361030.543
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1974,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1974,2894409937.8882
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1974,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1974,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1974,95796033.6554112
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1974,98775328.9473684
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1974,94159862.7073691
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1974,25351306818.1818
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1974,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1974,169918948.657061
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1974,3161499901.58075
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1974,433954545.454545
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1974,4206610118501.21
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1974,9388694744.86163
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1974,1034499999.78562
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1974,54947655240.149
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1974,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1974,565399296.718132
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1974,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1974,1152536835908.17
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1974,1282877331903.41
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1974,129652908582.847
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1974,50396527690.3868
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1974,25802409638.5542
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1974,80855093444.0352
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1974,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1974,99525899116.054
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1974,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1974,7896860614.98803
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1974,46209092072.1383
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1974,11516762614.2906
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1974,1515165330.16135
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1974,199564489431.378
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1974,2375122375.12238
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1974,1197485191.68193
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1974,479625998614.637
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1974,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1974,2969958812.43227
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1974,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1974,588443893.689773
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1974,85637174.3722131
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1974,31514856.3078422
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1974,19544094741.2663
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1974,13006929853.3958
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1974,317535791822.913
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1974,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1974,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1974,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1974,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1974,379037627171.514
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1974,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1974,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1974,193980464.947212
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1974,3574586466.16541
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1974,301181598425.34
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1974,1199867355110.25
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1974,150851315.734636
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1974,670590593319.998
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1974,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1974,3183637116.81856
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1974,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1974,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1974,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1974,7675467036.60961
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1974,563939670.704419
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1974,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1974,1917508190.04689
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1974,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1974,202706813870.318
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1974,72000179025.5041
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1974,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1974,1161069117578.99
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1974,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1974,538747340.766661
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1974,376094108.475331
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1974,1000557949.59229
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1974,102537786306.18
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1974,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1974,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1974,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1974,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1974,613010507.417935
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1974,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1974,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1974,9496205619.75383
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1974,1706501904010.36
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1974,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1974,637403479.729112
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1974,1026137112.43707
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1974,24846641318.1242
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1974,1521400011.53463
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1974,87243413394.5405
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1974,27145652980.0117
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1974,1217953546.97604
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1974,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1974,13940743959.4583
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1974,4181384546714.57
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1974,1645917781.25628
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1974,12038470436.9046
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1974,8899191919.19192
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1974,2188307600.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1974,13858441211.4692
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1974,15607882556.6329
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1974,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1974,1467417948.86332
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1974,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1974,86057756449.2173
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1974,7684800000.0
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1974,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1974,17512391475.9274
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1974,1333475396.8254
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1974,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1974,1018241425.38159
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1974,4062269107213.96
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1974,555340843.937727
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1974,2401403228.0492
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1974,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1974,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1974,308458423.183854
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1974,126934580819.779
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1974,45412971922.1718
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1974,3958931659.84759
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1974,2099325232.11526
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1974,5221534955.64418
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1974,84539332.282562
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1974,648590794.575274
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1974,1665880000.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1974,467577432.322093
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1974,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1974,127850076182.423
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1974,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1974,127887926562.716
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1974,20195896869.2089
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1974,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1974,409850000.0
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1974,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1974,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1974,66012967234.7236
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1974,264320939.570152
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1974,43134498.6932177
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1974,4244670165.2179
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1974,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1974,652532796.06664
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1974,220929823664.411
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1974,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1974,761591056.261654
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1974,13702998648.216
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1974,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1974,357287703638.824
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1974,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1974,101622548936.702
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1974,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1974,126934580819.779
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1974,127887926562.716
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1974,2042001159.23119
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1974,3545865875.51792
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1974,35599700823.3766
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1974,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1974,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1974,2098944967.50769
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1974,868560009321.687
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1974,4090209681.97172
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1974,1545243000000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1974,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1974,32923696.1775823
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1974,26100930232.5581
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1974,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1974,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1974,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1974,5366817636381.24
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1974,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1974,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1974,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1974,41389185877.1235
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1974,2910981262.10018
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1974,3982161400.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1975,
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1975,90835426418.4757
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1975,2366666615.55556
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1975,51667190241.5496
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1975,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1975,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1975,220112879.759613
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1975,157069227730.645
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1975,14720728252.2517
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1975,52438647921.9226
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1975,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1975,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1975,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1975,97304383449.406
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1975,40059206763.056
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1975,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1975,420986666.666667
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1975,65678189097.2908
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1975,676870139.263848
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1975,939972701.96644
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1975,19448348073.4565
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1975,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1975,
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1975,596200000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1975,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1975,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1975,118194045.559385
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1975,345000000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1975,2404697651.17441
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1975,129203555238.827
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1975,402178605.019554
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1975,1168304306.10676
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1975,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1975,355168715.375176
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1975,378660015.663052
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1975,174426742591.498
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1975,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1975,
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1975,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1975,7621570579.55027
