,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDP
4437,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1976,5082767159669.08
4438,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1976,2560220042.15466
4439,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1976,16705643657.856
4440,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1976,13168080808.0808
4441,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1976,2588106000.0
4442,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1976,16131958850.6444
4443,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1976,19381054331.5877
4444,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1976,
4445,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1976,1511842283.9237
4446,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1976,
4447,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1976,115511133085.004
4448,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1976,8968600000.0
4449,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1976,
4450,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1976,20332831564.9867
4451,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1976,1698960317.46032
4452,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1976,
4453,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1976,1140399510.55807
4454,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1976,4939133669039.49
4455,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1976,732288909.020034
4456,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1976,3284273711.33217
4457,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1976,
4458,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1976,
4459,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1976,637753856.053117
4460,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1976,132608444905.698
4461,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1976,64005623888.4546
4462,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1976,6013210815.66115
4463,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1976,2869777881.2443
4464,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1976,6327077974.10703
4465,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1976,83100800.4562397
4466,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1976,594895244.67471
4467,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1976,2328280100.0
4468,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4469,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1976,807275808.865334
4470,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4471,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1976,151949762433.19
4472,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1976,
4473,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1976,151992519730.34
4474,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1976,26244271976.959
4475,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1976,
4476,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1976,505500000.0
4477,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1976,
4478,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4479,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1976,89362242653.5773
4480,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1976,272549999.763
4481,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4482,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1976,49278979.547035
4483,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1976,6417632810.11013
4484,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4485,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1976,866044961.048354
4486,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1976,252311828473.482
4487,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1976,
4488,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1976,841682268.53457
4489,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1976,16985208712.1054
4490,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1976,
4491,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4492,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1976,410203988414.582
4493,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1976,
4494,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1976,145959079987.832
4495,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1976,30036416.9619944
4496,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1976,132608444905.698
4497,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1976,151992519730.34
4498,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1976,2500424512.07402
4499,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1976,4508191952.67493
4500,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1976,51279868356.6261
4501,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1976,
4502,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4503,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1976,2447300000.0
4504,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4505,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1976,1018860419509.77
4506,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1976,3667161241.48372
4507,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1976,1873412000000.0
4508,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4509,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1976,32792846.7795264
4510,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1976,31419534883.7209
4511,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4512,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4513,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4514,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1976,
4515,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1976,6498746015379.64
4516,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4517,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1976,
4518,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4519,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1976,41150449964.217
4520,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1976,2742859262.9794
4521,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1976,4318372000.0
4522,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1977,
4523,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1977,102240575582.945
4524,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1977,2953333417.77778
4525,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1977,65595122955.5949
4526,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1977,
4527,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1977,
4528,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1977,253998001.243161
4529,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1977,225676459936.297
4530,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1977,24871775164.6043
4531,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1977,56781000101.0848
4532,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4533,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4534,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1977,77496753.7037037
4535,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1977,110350997935.306
4536,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1977,51545758887.6863
4537,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4538,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1977,547535555.555556
4539,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1977,82839905458.6382
4540,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1977,750049780.163916
4541,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1977,1131224880.18434
4542,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1977,9651149301.8746
4543,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4544,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4545,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1977,713000000.0
4546,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1977,
4547,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4548,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1977,117650000.0
4549,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1977,447000000.0
4550,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1977,3227436281.85907
4551,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1977,176344101401.941
4552,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1977,495097667.929041
4553,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1977,1732721161.47394
4554,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1977,
4555,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1977,451624959.61005
4556,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1977,507298148.421506
4557,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1977,212325176304.654
4558,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1977,
4559,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4560,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1977,
4561,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1977,13965594906.1642
4562,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1977,174935897086.309
4563,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1977,6265068200.43055
4564,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1977,3394664030.04384
4565,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1977,12344424763.5727
4566,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1977,765224030.636552
4567,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1977,19470960619.1297
4568,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4569,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1977,
4570,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1977,3072427013.19398
4571,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1977,9210519153.47886
4572,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1977,14206158674.6988
4573,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1977,
4574,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4575,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1977,734887973.975806
4576,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4577,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1977,600498238019.035
4578,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1977,
4579,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1977,45872947.4074074
4580,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1977,49784407635.9022
4581,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1977,4587100004.5871
4582,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1977,20972112004.1893
4583,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1977,291576300239.869
4584,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1977,794834487670.36
4585,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1977,1225988932220.26
4586,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1977,
4587,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1977,2720075903675.63
4588,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1977,11026346589.5011
4589,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1977,14400806875.9867
4590,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1977,1782978319993.57
4591,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1977,
4592,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1977,132449277108.434
4593,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1977,
4594,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1977,
4595,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1977,2004764968389.22
4596,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1977,199022597842.864
4597,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1977,33499799321.2336
4598,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1977,719501505.150927
4599,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1977,410279486493.715
4600,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1977,
4601,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4602,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1977,2809349074.17738
4603,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1977,263079306617.242
4604,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1977,
4605,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1977,3189428571.42857
4606,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1977,
4607,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1977,
4608,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1977,138093106.277641
4609,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1977,114971207.205384
4610,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1977,103987520.075827
4611,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1977,36176234967.6226
4612,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1977,71494495.1851852
4613,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1977,282269764.880449
4614,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1977,5480500205.4805
4615,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4616,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1977,449880000.0
4617,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1977,5792021836211.46
4618,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1977,15719433719.7147
4619,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1977,1669499950.0
4620,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1977,78348289023.1636
4621,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1977,
4622,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1977,947000000.1894
4623,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1977,
4624,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1977,1527707387232.1
4625,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1977,1704528242516.28
4626,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1977,175375816534.453
4627,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1977,73756383699.6396
4628,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1977,45808915662.761
4629,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1977,103027185366.832
4630,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1977,
4631,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1977,121486645611.522
4632,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1977,
4633,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1977,11248340431.3779
4634,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1977,80600122701.9632
4635,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1977,19838130714.5276
4636,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1977,2208509076.639
4637,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4638,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1977,257596313364.055
4639,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1977,3249733139.73314
4640,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1977,2096780731.21112
4641,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1977,721411786538.606
4642,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1977,
4643,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1977,4494378855.32203
4644,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1977,
4645,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4646,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1977,38746985.3228143
4647,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1977,44496296.2962963
4648,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1977,38446487603.3058
4649,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1977,14137406789.8404
4650,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1977,404811983096.716
4651,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1977,
4652,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1977,
4653,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4654,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1977,
4655,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1977,
4656,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1977,478835118003.803
4657,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1977,
4658,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1977,
4659,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1977,303493119.564943
4660,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1977,4104509582.86359
4661,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1977,418185902076.755
4662,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1977,1602568048403.58
4663,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1977,193314999.8319
4664,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1977,922284640069.316
4665,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1977,
4666,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1977,3789321328.08104
4667,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1977,
4668,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1977,
4669,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1977,
4670,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1977,11049784283.2153
4671,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1977,811250927.388998
4672,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1977,
4673,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1977,2358930406.42896
4674,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1977,
4675,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1977,329435259580.604
4676,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1977,81912502624.4674
4677,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1977,
4678,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1977,1545854791100.53
4679,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1977,
4680,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1977,1049838549.9613
4681,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1977,625573345.532174
4682,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1977,1000350726.87418
4683,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1977,170439957379.812
4684,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4685,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1977,
4686,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1977,
4687,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1977,
4688,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1977,799029958.721493
4689,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1977,823633426.242452
4690,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1977,
4691,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1977,13139486857.958
4692,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1977,2294598176304.65
4693,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4694,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1977,837620127.341883
4695,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1977,1291458043.7403
4696,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1977,36035407725.3219
4697,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1977,2226999873.71856
4698,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1977,127016990212.804
4699,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1977,41508030438.9045
4700,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1977,1382400000.0
4701,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1977,
4702,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1977,15446082335.7187
4703,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1977,5734505486703.22
4704,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1977,2741169955.82273
4705,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1977,18811847922.4421
4706,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1977,15126060606.0606
4707,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1977,2738261900.0
4708,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1977,14544913960.5062
4709,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1977,22283109806.3622
4710,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1977,
4711,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1977,1640745929.69168
4712,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1977,
4713,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1977,127667415881.697
4714,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1977,9910900000.0
4715,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1977,
4716,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1977,21439523310.6338
4717,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1977,2092158730.15873
4718,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4719,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1977,1189768787.70981
4720,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1977,5583957272913.27
4721,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1977,793196379.450635
4722,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1977,3617564943.38684
4723,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1977,
4724,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1977,
4725,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1977,746650611.312185
4726,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1977,153553587500.209
4727,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1977,74189100135.3655
4728,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1977,7499005639.37649
4729,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1977,2938046467.89305
4730,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1977,6618585073.66035
4731,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1977,93145317.784472
4732,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1977,691779749.562297
4733,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1977,2941640100.0
4734,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4735,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1977,498550873.043478
4736,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1977,
4737,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1977,166682438981.627
4738,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1977,
4739,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1977,166741023605.751
4740,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1977,29802486040.8665
4741,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1977,
4742,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1977,641500000.0
4743,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1977,
